question_id,answer_id,review_priority,candidate_type,teacher_score,reference_score_key,reference_score,teacher_minus_reference,absolute_difference,candidate_threshold,centered_residual,outlier_threshold,candidate_reasons,question_median_residual,question_systematic_bias,max_score,model_avg_score,selected_baseline_score,three_way_core_score,final_calibrated_score,route,std_dev,extraction_quality,U_E,U_S,U_R,confounds,human_decision,corrected_score,review_note,raw_text,student_image
POC_1,ANS_POC_336,P1,possible_teacher_over_score,5.0,three_way_core_score,0.0,5.0,5.0,2.0,4.0,2.0,absolute_disagreement|within_question_outlier,1.0,True,5.0,0.0,0.0,0.0,0.0,POS,0.0,high,0.0,0.0,0.0,,,,,"4. L(G[S]})={a^t c, b^m|c^n} | t = m + n, m≥0, n≥0}",data/csbench/student_images/POC_1/ANS_POC_336.jpg
POC_1,ANS_POC_344,P1,possible_teacher_over_score,5.0,three_way_core_score,0.0,5.0,5.0,2.0,4.0,2.0,absolute_disagreement|within_question_outlier,1.0,True,5.0,0.0,0.0,0.0,0.0,POS,0.0,high,0.0,0.0,0.0,,,,,4. {a^m b^n c^k |其中 m = n + k},data/csbench/student_images/POC_1/ANS_POC_344.jpg
POC_1,ANS_POC_345,P1,possible_teacher_over_score,5.0,three_way_core_score,0.0,5.0,5.0,2.0,4.0,2.0,absolute_disagreement|within_question_outlier,1.0,True,5.0,0.0,0.0,0.0,0.0,POS,0.0,high,0.0,0.0,0.0,,,,,"a*(b|c)*, a、b、c的个数大于等于0且a的个数是b和c的个数之和",data/csbench/student_images/POC_1/ANS_POC_345.jpg
POC_1,ANS_POC_295,P1,possible_teacher_over_score,4.0,three_way_core_score,0.0,4.0,4.0,2.0,3.0,2.0,absolute_disagreement|within_question_outlier,1.0,True,5.0,0.0,0.0,0.0,0.0,POS,0.0,high,0.0,0.0,0.0,,,,,4. a*(b|c)*,data/csbench/student_images/POC_1/ANS_POC_295.jpg
POC_1,ANS_POC_300,P1,possible_teacher_over_score,4.0,three_way_core_score,0.0,4.0,4.0,2.0,3.0,2.0,absolute_disagreement|within_question_outlier,1.0,True,5.0,0.0,0.0,0.0,0.0,POS,0.0,high,0.0,0.0,0.0,,,,,"L(G)={ a^n x^m | n≥0, m≥0, x=b或c }",data/csbench/student_images/POC_1/ANS_POC_300.jpg
POC_1,ANS_POC_306,P1,possible_teacher_over_score,4.0,three_way_core_score,0.0,4.0,4.0,2.0,3.0,2.0,absolute_disagreement|within_question_outlier,1.0,True,5.0,0.0,0.0,0.0,0.0,POS,0.0,high,0.0,0.0,0.0,,,,,a*(b|c)*,data/csbench/student_images/POC_1/ANS_POC_306.jpg
POC_1,ANS_POC_309,P1,possible_teacher_over_score,4.0,three_way_core_score,0.0,4.0,4.0,2.0,3.0,2.0,absolute_disagreement|within_question_outlier,1.0,True,5.0,0.0,0.0,0.0,0.0,POS,0.0,high,0.0,0.0,0.0,,,,,"4. L(G|[S])={a^m(b|c)^n,m≥0,n≥0}.",data/csbench/student_images/POC_1/ANS_POC_309.jpg
POC_1,ANS_POC_312,P1,possible_teacher_over_score,4.0,three_way_core_score,0.0,4.0,4.0,2.0,3.0,2.0,absolute_disagreement|within_question_outlier,1.0,True,5.0,0.0,0.0,0.0,0.0,POS,0.0,high,0.0,0.0,0.0,,,,,4. (a)*(b|c)*,data/csbench/student_images/POC_1/ANS_POC_312.jpg
POC_1,ANS_POC_323,P1,possible_teacher_over_score,4.0,three_way_core_score,0.0,4.0,4.0,2.0,3.0,2.0,absolute_disagreement|within_question_outlier,1.0,True,5.0,0.0,0.0,0.0,0.0,POS,0.0,high,0.0,0.0,0.0,,,,,4. a*(b|c)*,data/csbench/student_images/POC_1/ANS_POC_323.jpg
POC_1,ANS_POC_332,P1,possible_teacher_under_score,1.0,three_way_core_score,5.0,-4.0,4.0,2.0,-5.0,2.0,absolute_disagreement|within_question_outlier,1.0,True,5.0,5.0,5.0,5.0,5.0,POS,0.0,high,0.0,0.0,0.0,,,,,4. 描述的语言 {a^n b^m c^k|n≥0，m+k=n},data/csbench/student_images/POC_1/ANS_POC_332.jpg
POC_1,ANS_POC_337,P1,possible_teacher_over_score,4.0,three_way_core_score,0.0,4.0,4.0,2.0,3.0,2.0,absolute_disagreement|within_question_outlier,1.0,True,5.0,0.0,0.0,0.0,0.0,POS,0.0,high,0.0,0.0,0.0,,,,,a*(b|c)*,data/csbench/student_images/POC_1/ANS_POC_337.jpg
POC_1,ANS_POC_338,P1,possible_teacher_over_score,4.0,three_way_core_score,0.0,4.0,4.0,2.0,3.0,2.0,absolute_disagreement|within_question_outlier,1.0,True,5.0,0.0,0.0,0.0,0.0,POS,0.0,high,0.0,0.0,0.0,,,,,a*(b|c)*,data/csbench/student_images/POC_1/ANS_POC_338.jpg
POC_1,ANS_POC_340,P1,possible_teacher_over_score,5.0,three_way_core_score,2.5,2.5,2.5,2.0,1.5,2.0,absolute_disagreement,1.0,True,5.0,2.5,2.5,2.5,2.5,POS,0.0,high,0.0,0.0,0.0,,,,,4. 答：G描述了一个一半为a，一半为c与b混合而成的符号串,data/csbench/student_images/POC_1/ANS_POC_340.jpg
POC_1,ANS_POC_299,P2,possible_teacher_over_score,5.0,three_way_core_score,0.0,5.0,5.0,2.0,4.0,2.0,absolute_disagreement|within_question_outlier,1.0,True,5.0,0.8,0.8,0.0,0.0,BND,1.1785,high,0.0,1.0,0.333333,a3wa_changed_score_materially|unstable_model_judgements,,,,"4. L(GIS)=a(bic)^n{a^m(bic)^n | m≥0,n≥0}",data/csbench/student_images/POC_1/ANS_POC_299.jpg
POC_1,ANS_POC_342,P2,possible_teacher_over_score,4.0,three_way_core_score,0.0,4.0,4.0,2.0,3.0,2.0,absolute_disagreement|within_question_outlier,1.0,True,5.0,0.8,0.8,0.0,0.0,BND,1.1785,high,0.0,1.0,0.333333,a3wa_changed_score_materially|unstable_model_judgements,,,,"4. 开头为a*，结尾为(b,c)*的串或直接为空串",data/csbench/student_images/POC_1/ANS_POC_342.jpg
POC_1,ANS_POC_315,P2,possible_teacher_over_score,5.0,three_way_core_score,2.3,2.7,2.7,2.0,1.7,2.0,absolute_disagreement,1.0,True,5.0,2.3,2.3,2.3,2.3,BND,2.0548,high,0.0,1.0,0.666667,rubric_mapping_risk|unstable_model_judgements,,,,4. 描述语言：L={a*(b|c)*，其中含有a的数量=含有b数量+含有c的数量},data/csbench/student_images/POC_1/ANS_POC_315.jpg
POC_1,ANS_POC_331,P2,possible_teacher_over_score,5.0,three_way_core_score,3.0,2.0,2.0,2.0,1.0,2.0,absolute_disagreement,1.0,True,5.0,3.0,3.0,3.0,3.0,BND,0.7071,high,0.0,1.0,0.0,unstable_model_judgements,,,,4. G1是一个形如 a*(b|c)*，其中a的数量等于b和c的数量之和,data/csbench/student_images/POC_1/ANS_POC_331.jpg
POC_2,ANS_POC_37,P2,possible_teacher_over_score,5.0,three_way_core_score,2.0,3.0,3.0,1.0,3.0,1.0,absolute_disagreement|within_question_outlier,0.0,False,5.0,3.0,3.0,2.0,2.0,BND,1.0801,high,0.0,1.0,0.266667,a3wa_changed_score_materially|unstable_model_judgements,,,,2. (A((SaA)(b)))是句型(A((SaA)(b)))关于s的短语；(SaA)是关于A的短语；(SaA)(b)是关于S的短语；(b)是关于S的短语。(SaA)是关于A的直接短语；(b)是关于S的直接短语。(b)是句柄；,data/csbench/student_images/POC_2/ANS_POC_37.jpg
POC_2,ANS_POC_32,P2,possible_teacher_over_score,5.0,three_way_core_score,2.7,2.3,2.3,1.0,2.3,1.0,absolute_disagreement|within_question_outlier,0.0,False,5.0,2.7,2.7,2.7,2.7,BND,0.8498,high,0.1,1.0,0.333333,unstable_model_judgements,,,,解：短语：(a)，(SaA)，((SaA)(a) (A((SaA)(b))) | 直接短语：(a)，(SaA) | 句柄：(SaA),data/csbench/student_images/POC_2/ANS_POC_32.jpg
POC_2,ANS_POC_26,P2,possible_teacher_over_score,5.0,three_way_core_score,3.7,1.3,1.3,1.0,1.3,1.0,absolute_disagreement|within_question_outlier,0.0,False,5.0,4.7,4.7,3.7,3.7,BND,0.2357,high,0.0,0.5,0.266667,a3wa_changed_score_materially,,,,"(SaA)是A的短语.(b)是s的短语((SaA)(b))是s的短语。
(A((SaA)(b)))是S的短语。(SaA)是A的直接短语。(b)是S的直接短语。(SaA)是相对于A的句柄。",data/csbench/student_images/POC_2/ANS_POC_26.jpg
